Simga,Rajim,Rampur,Andhiyarkhore,Ghatora,Bamnidhi,Kurubhata,Kelo,Sundargarh,Paramanpur,Basantpur,Hirakud,Mean_areal_rainfall_upper
804.65,348.292,320.532,0.0,160.935,151.303,120.266,140.056,387.537,451.682,1694.241,2313.15,17.199513291139237
960.944,328.998,317.654,0.0,194.16,137.692,152.902,180.716,937.278,495.514,3165.924,3763.59,19.889887974683546
863.269,286.829,263.116,0.0,159.395,362.062,400.375,214.095,597.629,384.183,4575.142,7104.02,9.032567721518987
675.37,289.24,330.152,0.0,133.686,376.138,635.283,210.895,467.024,888.365,4264.525,7028.0,25.628233544303786
826.851,378.356,108.526,0.0,196.25,350.255,800.0,188.0,590.0,320.0,4523.22,6593.18,25.881024050632924
2378.905,2403.758,374.906,0.0,174.846,175.178,310.25,127.092,341.08,156.995,4827.103,6276.42,6.359159493670883
2900.578,2114.416,329.421,0.0,128.021,162.23,171.209,107.928,230.618,103.355,7454.951,5388.3,1.3389797468354434
1270.718,1081.056,176.884,0.0,103.413,137.44,160.713,37.587,207.552,80.825,6963.24,6943.3,2.587999367088608
825.857,518.208,147.593,0.0,92.182,139.312,130.901,35.087,168.581,73.826,3770.403,6665.08,1.9038158227848103
618.816,227.477,94.644,0.0,129.939,114.708,120.363,21.22,181.147,95.88,2721.062,4298.61,4.871892405063289
500.199,201.14,88.447,0.0,115.869,66.14,166.821,17.164,178.861,103.602,2088.375,3157.0,4.270234810126583
438.245,187.265,88.956,0.0,112.563,57.526,131.0,17.5,130.0,156.99,1375.35,2767.66,5.49113417721519
426.056,205.313,87.125,0.0,101.231,168.72,190.314,16.031,223.661,125.822,1323.49,2049.91,4.597514556962026
532.112,366.411,113.994,0.0,100.371,118.609,184.642,17.835,189.314,149.708,1479.406,1989.79,10.483310126582271
609.079,268.612,106.547,0.0,138.005,160.244,187.551,36.958,196.906,95.043,1921.566,2123.24,1.7662056962025312
610.33,325.757,125.562,0.0,90.225,211.086,164.639,38.036,168.111,78.966,2076.202,1986.87,0.33888354430379747
479.872,144.832,97.401,0.0,123.849,136.136,141.497,38.164,146.528,50.87,1949.089,2308.33,2.5476632911392403
406.534,131.531,91.382,0.0,70.49,114.347,182.04,42.259,154.936,53.005,1463.238,2064.84,11.908567721518978
702.326,1523.254,149.623,0.0,95.257,198.326,205.0,42.0,156.5,43.5,1527.55,1879.26,25.255575949367095
1324.886,1843.572,304.034,0.0,92.81,249.825,204.707,39.96,287.497,384.302,5608.066,3233.18,7.386314556962023
1094.543,478.698,235.176,0.0,97.26,224.289,168.959,47.474,194.821,180.051,5698.58,5059.45,0.7400354430379749
687.253,344.291,158.864,0.0,64.676,137.134,160.803,115.15,128.935,90.157,3337.517,5169.5,0.015979113924050634
527.273,243.21,104.007,0.0,57.684,108.061,93.478,15.831,105.562,56.648,2125.559,3445.44,0.07126772151898735
417.5,138.519,64.006,0.0,46.88,102.425,81.914,41.758,91.352,43.279,1453.67,2117.06,0.03193037974683544
332.759,84.395,46.884,0.0,51.084,83.456,73.409,27.405,65.502,33.526,1362.679,1921.12,0.0
312.563,77.365,43.258,0.0,32.656,72.258,73.5,25.5,54.0,19.5,1257.366,1807.47,0.0
269.957,77.481,26.454,0.0,27.934,54.575,51.338,25.924,52.993,19.243,795.821,1421.18,0.3062145569620253
247.583,63.152,23.591,0.0,28.685,57.175,49.725,25.358,51.912,17.053,764.979,755.578,0.11701455696202531
0.0,0.0,0.0,0.0,0.0,51.838,0.686,0.0,0.24,0.0,49.237,4.1064,8.324934810126582
0.0,0.0,0.0,0.0,0.0,38.029,0.505,0.0,0.243,0.0,51.715,193.34064,0.0
0.0,0.0,0.0,0.0,0.0,58.868,0.471,0.0,0.343,0.0,51.253,34.46544,2.546198734177216
0.0,0.0,0.0,0.0,0.0,44.072,6.475,0.0,0.359,0.0,58.709,28.34832,3.4870664556962017
0.0,0.0,0.0,0.0,0.0,45.054,7.392,0.0,5.066,0.0,38.119,161.424,0.6916411392405063
0.0,0.0,0.0,0.0,0.0,47.687,6.491,0.0,4.965,0.0,35.58,56.47008,9.894991772151903
0.0,0.0,0.0,0.0,0.0,45.0,8.65,0.0,5.0,0.0,41.76,17.19024,2.6087284810126583
0.0,0.0,0.0,0.0,0.0,46.191,8.647,0.0,3.979,0.0,41.764,101.72544,0.27936962025316453
0.0,0.0,0.0,0.0,0.0,36.682,6.432,0.0,3.123,0.0,35.923,55.535520000000005,0.01065506329113924
0.0,0.0,0.0,0.0,0.0,37.791,5.003,0.0,6.731,0.0,37.725,85.1016,0.717673417721519
0.0,0.0,0.0,0.0,0.0,28.147,1.186,0.0,5.146,0.0,37.57,85.83792000000001,0.050391139240506325
0.0,0.0,0.0,0.0,0.0,40.957,1.138,0.0,6.886,0.0,44.111,80.74032,15.510594936708861
0.0,0.0,0.0,0.0,0.0,37.691,1.088,0.0,6.471,0.0,44.185,33.72912,1.0303550632911394
0.0,0.0,0.0,0.0,0.0,47.0,6.45,0.0,6.0,0.0,80.19,11.781120000000001,21.55184683544304
25.929,0.0,0.0,0.0,0.0,38.906,8.429,0.0,6.19,0.0,100.653,143.10096000000001,9.338905063291143
28.452,0.0,0.0,0.0,0.0,45.558,12.971,0.0,11.81,0.0,96.029,46.558080000000004,8.315444303797467
36.491,0.0,0.0,0.0,0.0,47.633,10.137,0.0,11.714,0.0,98.242,144.31872,4.059632911392406
27.166,0.0,5.076,0.0,0.0,45.554,6.935,0.0,9.376,0.0,102.549,97.2792,1.048420253164557
33.662,0.0,3.423,0.0,0.0,41.923,4.27,0.0,9.643,0.0,99.063,104.67072,3.829820253164558
20.576,0.0,3.525,0.0,0.0,43.139,1.95,0.0,11.562,0.0,104.997,58.792320000000004,2.7418430379746837
21.54,0.0,3.45,0.0,0.0,50.0,1.935,0.0,9.7,0.0,95.82,115.20576000000001,5.5905626582278485
142.175,0.0,5.225,0.0,0.0,50.298,4.892,0.0,7.666,0.0,107.936,160.54608000000002,45.3759329113924
391.886,82.212,65.087,0.0,0.0,49.844,10.57,0.0,9.021,0.0,0.0,236.86848,35.68535569620257
499.758,87.411,186.947,0.0,36.158,54.89,18.093,0.0,76.31,3.661,771.622,561.67056,11.740294936708858
336.123,74.195,100.0,0.0,0.0,43.831,135.567,0.0,80.223,17.769,1197.46,681.49248,0.7448227848101266
246.776,33.585,47.296,0.0,0.0,54.91,42.77,0.0,72.183,9.326,897.418,894.2323200000001,2.9714607594936715
254.224,20.199,27.161,0.0,8.521,36.112,26.811,0.0,65.13,5.908,703.93,1065.48336,1.20995
245.63,20.01,20.952,0.0,2.3,50.0,17.5,0.0,48.0,5.91,500.0,717.94032,3.5168531645569594
212.65,0.0,20.799,0.0,1.347,48.756,20.556,0.0,53.567,7.948,444.521,586.59216,12.160437974683544
191.326,0.0,7.376,0.0,1.872,51.925,17.762,0.0,50.849,32.227,457.441,386.14320000000004,4.121455696202533
199.359,0.0,6.406,0.0,2.206,51.316,38.324,0.0,47.707,19.877,428.142,455.44224,11.321618987341767
240.443,0.0,6.028,0.0,11.732,72.319,23.76,0.0,32.885,10.325,445.351,360.40032,6.517413924050636
331.63,0.0,9.466,0.0,4.484,65.453,21.285,0.0,75.243,9.989,420.244,371.38848,8.83365379746836
301.238,0.0,5.556,0.0,3.642,57.836,22.088,0.0,98.47,33.278,400.708,363.14736,3.221003164556961
248.36,0.0,5.521,0.0,2.15,50.0,21.0,0.0,95.0,40.0,480.0,340.43472,3.545272151898734
191.354,0.0,4.781,0.0,4.239,63.525,23.739,0.0,82.221,38.815,507.813,377.13744,7.238698101265824
84.427,0.0,4.608,0.0,3.822,51.545,39.397,0.0,148.377,342.657,489.88,424.91328000000004,13.545167721518993
39.699,0.0,2.559,0.0,3.912,57.942,30.148,0.0,343.84,74.447,389.735,655.80624,14.255210759493671
40.506,0.0,3.461,0.0,3.989,85.722,668.087,0.0,499.45,282.006,393.608,926.0356800000001,24.202743037974688
215.799,0.0,5.025,0.0,3.622,47.302,707.573,0.0,423.427,83.116,452.99,1291.59024,39.97656265822784
303.159,188.791,22.732,0.0,34.348,142.185,1097.701,547.72,5652.266,1469.018,710.688,4230.4699200000005,52.013198101265814
284.36,200.0,39.62,0.0,18.0,250.0,1400.0,430.0,1400.0,400.0,1100.0,8657.9904,1.4153506329113927
255.336,174.595,36.343,0.0,21.856,117.661,294.498,57.97,449.088,132.363,1144.429,4225.0608,2.481971518987341
233.164,72.557,29.032,0.0,18.492,130.067,198.891,75.0,225.274,71.813,927.818,1999.7884800000002,3.366665189873418
243.852,67.126,24.883,0.0,15.548,69.832,154.174,45.41,116.389,41.818,800.29,1411.72368,1.7579234177215184
208.046,72.879,41.851,0.0,15.496,77.174,191.985,19.78,129.338,56.653,844.343,1401.33024,21.795782911392397
157.646,147.093,16.393,0.0,15.026,163.316,704.742,162.25,582.304,90.795,793.255,1522.6531200000002,1.2044582278481015
216.32,84.0,84.365,0.0,18.1,110.0,240.0,55.0,350.0,60.0,630.0,2238.7243200000003,10.938843037974687
227.85,77.0,48.62,0.0,18.17,80.0,190.0,30.5,218.0,72.5,792.0,1805.45664,5.703208227848103
219.905,68.533,41.952,0.0,44.382,97.279,134.917,21.29,148.407,59.959,634.9,1605.6873600000001,6.2150759493670895
179.607,67.894,32.676,0.0,32.228,91.325,123.311,5.09,122.459,26.555,618.424,1178.7067200000001,1.0146202531645565
164.872,64.65,27.103,0.0,16.388,46.444,102.348,4.62,87.544,20.198,494.342,955.7716800000001,5.57235063291139
220.535,65.2,51.608,0.0,22.331,84.643,147.475,514.21,1178.712,149.627,515.752,971.3193600000001,34.0625430379747
540.276,317.814,173.874,0.0,597.781,162.452,673.472,443.12,880.9,173.379,987.831,2275.99344,13.566741772151902
503.375,283.617,78.182,0.0,75.549,201.89,510.469,220.77,572.449,104.027,1939.56,2782.04352,5.883265189873419
432.52,70.0,49.21,0.0,79.0,120.0,220.0,46.5,355.0,440.0,1800.0,2928.91104,8.318946835443038
298.121,71.52,29.478,0.0,50.283,79.234,189.513,39.35,336.495,257.66,1222.423,2767.91184,8.831841139240504
253.976,76.479,27.51,0.0,48.576,56.855,134.81,35.89,320.818,470.163,932.192,2447.2728,2.627218987341772
206.026,59.86,19.0,0.0,15.881,27.711,78.793,31.06,161.319,209.397,642.263,1903.89696,0.14540759493670885
164.186,18.862,9.45,0.0,14.953,16.962,50.338,25.81,101.343,83.136,485.153,1206.8568,0.004974050632911392
65.191,17.636,10.084,0.0,12.072,16.47,51.318,4.88,77.605,62.288,444.888,788.6836800000001,2.1782075949367092
48.815,0.0,8.311,0.0,10.723,41.59,54.058,4.49,80.556,57.112,434.857,764.66832,4.610104430379748
42.36,0.0,7.895,0.0,1.97,35.0,48.0,4.4,82.0,207.0,381.6,781.37712,6.026698101265824
41.821,0.0,190.446,0.0,1.972,39.435,198.404,272.04,974.984,1004.094,364.605,1006.32288,47.34139810126584
211.354,0.0,295.32,0.0,16.022,193.95,989.453,496.94,1181.464,456.281,1898.643,7931.100960000001,29.193392405063282
256.134,0.0,212.385,0.0,654.325,287.997,516.325,157.41,711.159,209.058,1971.768,7395.03168,3.038711392405063
212.842,0.0,171.983,0.0,512.601,190.855,310.603,36.73,371.562,135.38,1283.613,4490.220960000001,0.7042886075949365
162.821,0.0,60.15,0.0,42.08,167.936,189.742,32.57,216.246,86.265,1004.695,2632.7688000000003,1.22899493670886
54.438,0.0,41.939,0.0,30.313,128.547,160.68,23.62,158.956,69.313,796.798,1718.06112,0.4145841772151898
46.52,0.0,36.5,0.0,19.0,110.0,102.0,23.6,110.0,47.5,757.6,1176.3844800000002,0.2805240506329113
35.17,0.0,21.195,0.0,19.247,74.419,87.519,13.13,88.959,37.904,503.435,932.5209600000001,3.74172405063291
47.459,0.0,15.062,0.0,15.497,77.663,84.199,4.14,94.256,36.013,500.768,741.3609600000001,10.894338607594928
46.732,0.0,29.774,0.0,26.272,80.777,82.721,3.79,179.322,39.372,526.782,619.18848,10.131544303797472
175.12,0.0,22.491,0.0,50.743,82.312,77.679,31.31,232.946,132.539,539.354,683.7864000000001,10.866935443037969
268.932,0.0,21.732,0.0,52.405,102.252,110.763,3.37,118.443,70.193,775.55,1107.3120000000001,9.167719620253164
278.5,148.0,108.3,0.0,52.2,85.0,102.0,3.3,80.0,40.0,925.9,975.11424,3.2500772151898736
187.4,17.0,107.69,0.0,52.1,85.0,89.0,3.25,160.0,36.05,1021.5,1077.9724800000001,7.190273417721519
230.936,0.0,116.351,0.0,52.544,89.915,104.204,121.88,231.385,131.822,1048.783,1635.1401600000002,28.405652531645583
309.05,0.0,118.233,0.0,612.254,811.464,311.887,59.0,535.752,91.074,3398.957,1887.6696000000002,10.433474683544302
235.28,0.0,93.563,0.0,556.486,416.233,860.855,84.45,514.007,73.348,2026.264,3751.8336000000004,5.623403797468355
175.63,0.0,55.138,0.0,605.449,206.694,324.594,12.19,489.404,82.511,1275.336,3396.8707200000003,7.5387221518987335
62.097,0.0,41.127,0.0,86.09,135.613,528.59,40.31,488.548,78.457,1004.141,2368.09008,1.3183044303797469
49.036,0.0,28.911,0.0,54.314,92.768,283.962,95.76,191.713,48.722,801.571,1928.36544,1.4294303797468355
47.3,0.0,16.5,0.0,26.0,70.0,170.0,40.25,100.0,100.0,780.0,1457.09232,2.1810360759493665
38.701,0.0,11.139,0.0,5.003,59.718,162.826,4.1,146.185,146.203,537.677,1343.44416,5.6326791139240475
28.742,0.0,8.017,0.0,21.69,85.816,156.682,2.92,146.781,91.004,445.544,1106.9438400000001,2.700702531645569
33.395,0.0,5.358,0.0,24.942,77.804,157.868,2.71,186.179,407.753,414.016,1104.64992,7.805516455696209
37.181,0.0,9.287,0.0,31.857,74.84,161.316,95.8,350.609,447.763,330.813,1401.9816,22.48869050632913
53.269,0.0,168.646,0.0,26.004,71.578,283.996,159.23,231.237,242.03,451.296,2361.3216,11.616960126582276
64.817,0.0,187.95,0.0,48.84,116.568,254.681,138.55,178.512,208.808,786.688,2105.0256,10.585321518987342
223.8,0.0,183.5,0.0,47.0,90.0,240.0,40.5,152.0,200.0,1060.0,1830.9446400000002,11.776944936708862
278.413,0.0,166.798,0.0,47.532,120.645,305.747,106.05,265.882,267.566,1152.883,2559.33504,8.86822215189874
385.449,0.0,105.565,0.0,31.11,163.357,338.494,41.78,375.295,568.763,398.12,2470.80672,10.668794303797469
386.754,0.0,64.055,0.0,32.548,142.451,327.9,42.29,284.978,411.518,177.302,2807.27664,9.32371582278481
424.253,0.0,138.739,0.0,31.273,119.422,259.724,61.3,181.636,209.785,177.261,2748.22944,6.912498101265824
289.065,0.0,66.191,0.0,53.849,140.649,195.109,40.65,208.274,124.812,189.45,2097.1526400000002,1.0734379746835447
243.879,0.0,42.332,0.0,71.457,119.65,176.754,41.61,169.04,72.814,164.179,1910.4388800000002,0.9436873417721517
76.5,0.0,24.7,0.0,55.0,90.0,165.205,4.0,130.0,88.0,100.0,1464.88032,0.7699829113924053
74.141,0.0,12.767,0.0,31.569,68.798,168.899,41.72,87.035,57.275,168.702,1207.16832,0.07466708860759494
74.732,0.0,7.988,0.0,22.587,59.513,96.054,41.29,101.069,45.685,145.572,908.81712,1.8925227848101263
59.779,0.0,6.791,0.0,31.399,64.214,85.012,4.45,96.154,32.911,144.813,809.1024,2.494675316455697
55.48,0.0,5.949,0.0,23.42,61.504,77.682,4.05,92.051,26.727,144.389,715.13664,0.5631227848101266
43.395,0.0,5.017,0.0,6.513,57.692,70.749,3.69,71.124,20.837,146.042,524.08992,0.5715082278481013
41.467,0.0,4.711,0.0,13.405,53.292,51.569,3.57,57.167,22.799,202.902,682.39872,2.783365189873418
40.2,0.0,4.35,0.0,8.5,45.0,80.0,3.0,60.0,26.51,200.0,374.30544000000003,3.0299822784810124
25.244,0.0,4.366,0.0,6.674,49.429,63.581,3.41,67.58,27.594,163.95,556.1198400000001,1.1729240506329115
24.092,0.0,5.646,0.0,15.115,46.975,58.456,3.35,52.307,25.618,161.318,525.02448,8.768517088607593
23.281,0.0,8.132,0.0,7.094,46.826,65.261,3.1,44.069,20.178,162.524,219.31008,17.687256329113925
300.0,0.0,4.43,0.0,720.0,50.0,63.58,2.7,44.0,20.175,190.0,357.45504,32.94960189873417
1065.751,726.999,210.641,0.0,55.432,53.137,77.291,40.07,42.508,21.048,192.353,504.86064000000005,3.845403797468356
1177.015,351.901,178.513,0.0,54.185,73.76,71.579,21.14,48.663,20.648,269.595,1005.02016,1.1290518987341767
630.0,366.0,64.1,0.0,52.0,46.0,55.0,12.0,75.0,30.5,230.0,3552.00768,17.699251898734172
654.575,1161.416,186.507,0.0,100.239,46.297,65.831,119.04,226.206,922.605,220.211,3847.07376,41.24627088607593
1100.033,681.443,304.478,0.0,721.091,121.423,220.376,114.39,429.058,414.13,301.507,5124.560640000001,8.519286708860756
758.472,380.518,218.229,0.0,555.443,133.5,288.575,61.4,300.315,150.732,286.839,5506.682400000001,1.1263822784810122
516.656,183.229,153.224,0.0,72.766,68.278,165.2,5.73,184.392,84.955,2579.233,4657.0824,2.1200044303797467
485.0,227.0,64.09,0.0,72.0,70.0,115.0,26.0,130.0,70.0,210.0,2903.42304,0.0
300.646,152.998,122.297,0.0,48.488,48.862,87.187,27.12,94.153,53.307,1379.384,1901.94288,0.0
231.5,0.0,42.4,0.0,25.0,50.0,77.29,18.0,72.0,34.0,800.0,1381.22304,0.0
228.843,0.0,24.627,0.0,26.194,48.225,65.917,18.17,51.366,31.584,725.991,840.33936,0.0
224.59,0.0,22.918,0.0,22.468,42.976,38.712,4.38,49.975,29.791,649.846,551.87184,0.19289556962025317
211.938,0.0,12.441,0.0,18.475,41.983,36.514,4.05,43.621,25.068,603.572,880.0156800000001,0.0
0.0,0.0,0.0,0.0,0.0,12.533,0.284,0.0,0.0,0.0,10.628,92.2278176,0.29504556962025313
0.0,0.0,0.0,0.0,0.0,16.082,0.289,0.0,0.0,0.0,10.822,12.516025599999999,0.08164050632911392
0.0,0.0,0.0,0.0,0.0,18.534,0.299,0.0,0.0,0.0,11.035,0.0,0.2670367088607595
0.0,0.0,0.0,0.0,0.0,14.697,0.311,0.0,0.0,0.0,13.572,0.0,3.120222151898735
0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.05381772151898735
0.0,0.0,0.0,0.0,0.0,14.015,0.296,0.0,0.0,0.0,10.471,45.0520288,0.29751392405063287
0.0,0.0,0.0,0.0,0.0,13.393,0.291,0.0,0.0,0.0,8.726,0.0,1.3435664556962026
0.0,0.0,0.0,0.0,0.0,15.225,0.344,0.0,0.0,0.0,12.449,57.907856,4.1937392405063285
0.0,0.0,0.0,0.0,0.0,13.837,0.324,0.0,0.0,0.0,10.77,27.8354144,5.191249367088606
0.0,0.0,0.0,0.0,0.0,13.01,0.323,0.0,0.0,0.0,8.606,0.0,2.61801329113924
0.0,0.0,0.0,0.0,0.0,9.854,0.304,0.0,0.0,0.0,7.726,1.1893056,0.7820848101265824
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,17.698,2.8217170886075955
0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.0,0.0,0.0,1.76,0.0,2.4665196202531643
0.0,0.0,0.0,0.0,0.0,9.743,0.305,0.0,0.0,0.0,1.655,26.9575936,3.479610759493669
0.0,0.0,0.0,0.0,0.0,10.171,0.286,0.0,4.259,0.0,1.007,221.6639104,0.4722936708860759
0.0,0.0,0.0,0.0,0.0,8.642,0.299,0.0,4.187,0.0,0.977,28.3451168,0.4161075949367088
0.0,0.0,0.0,0.0,0.0,7.372,0.297,0.0,4.06,0.0,1.738,42.5318336,3.109673417721519
0.0,0.0,0.0,0.0,0.0,5.142,0.294,0.0,2.849,0.0,1.486,0.0,14.31486708860759
0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2.76,0.0,0.0,0.0,6.37531329113924
0.0,0.0,0.0,0.0,0.0,13.803,0.319,0.0,2.744,0.0,1.493,157.0732896,2.350472784810127
0.0,0.0,0.0,0.0,0.0,12.748,0.313,0.0,18.062,0.0,3.16,39.926688,0.6315575949367089
0.0,0.0,0.0,0.0,0.0,18.504,0.297,0.0,15.874,0.0,7.91,20.557996799999998,0.012066455696202532
0.0,0.0,0.0,0.71,0.0,19.0,0.441,0.0,11.381,0.0,11.283,55.642511999999996,1.4343778481012663
0.0,0.0,0.0,1.266,0.0,19.486,0.801,96.1,11.438,0.0,12.412,113.2388832,30.099941772151915
0.0,0.0,0.0,0.414,0.0,18.42,14.707,14.92,9.407,0.0,12.726,113.2388832,1.168179113924051
0.0,0.0,0.0,0.3,0.0,0.0,11.0,12.0,35.0,0.0,0.0,117.51472,2.6651683544303797
0.0,0.0,0.0,0.207,0.0,17.393,3.982,10.49,26.045,0.0,20.796,80.1648608,8.20714556962025
0.0,0.0,0.0,0.298,0.0,15.834,3.814,3.75,28.619,0.0,12.509,54.7646912,17.634622784810126
0.0,0.0,0.0,47.89,0.0,35.669,16.564,2.63,26.06,0.0,12.634,44.7971776,5.332615822784811
0.0,0.0,0.0,10.93,0.0,36.827,10.566,2.59,15.879,0.0,36.797,79.9100096,1.976708227848101
0.0,0.0,0.0,2.317,0.0,28.308,10.209,2.07,9.197,2.336,25.803,0.0,2.2223943037974676
0.0,0.0,0.0,3.09,0.0,31.387,9.503,10.14,9.237,2.244,37.185,54.226672,12.796890506329113
0.0,0.0,0.0,1.4,0.0,0.0,9.0,10.0,11.5,2.1,0.0,75.4076384,24.84787531645569
0.0,0.0,0.0,1.327,0.0,30.136,49.538,61.78,20.431,7.232,33.366,2.4635616,20.17093860759494
0.0,0.0,0.0,1.12,0.0,55.454,487.235,137.95,453.666,6.862,72.602,141.7539008,13.695519620253165
0.0,0.0,0.0,2.45,0.0,0.0,214.11,41.0,350.0,6.75,0.0,451.14325759999997,18.759131645569614
0.0,0.0,0.0,2.302,0.0,39.634,215.1,56.95,266.5,6.049,121.864,732.6972,7.534407594936717
0.0,0.0,8.184,1.435,0.0,37.342,137.967,9.5,143.931,8.247,139.021,738.1340256,9.140093670886074
0.0,0.0,7.884,1.176,0.0,44.577,95.835,2.25,81.477,7.0,129.925,497.6960768,7.3792500000000025
0.0,0.0,7.0,1.1,0.0,0.0,45.2,2.0,55.0,6.5,0.0,228.2617248,10.706126582278479
0.0,0.0,10.684,2.636,0.0,29.309,35.132,1.95,46.709,4.204,156.848,401.8437088,10.169345569620251
0.0,0.0,16.972,10.92,0.0,45.472,30.466,1.94,51.986,4.725,279.41,235.7939936,5.760924050632912
0.0,179.655,16.62,19.28,0.0,30.297,45.25,1.94,42.934,3.819,278.604,208.2983808,2.8918721518987343
0.0,71.625,11.806,8.682,0.0,40.981,32.51,1.87,40.576,2.825,451.454,235.31260799999998,3.286346835443037
0.0,64.58,11.67,3.749,0.0,19.492,51.689,2.41,59.438,3.925,416.197,522.2184256,9.21941708860759
0.0,68.89,34.299,3.33,0.0,39.809,79.276,2.43,97.987,15.097,375.063,507.5220064,22.568788607594936
0.0,62.5,19.0,3.4,0.0,0.0,360.5,2.4,475.0,60.0,0.0,516.8665503999999,15.544189240506327
0.0,0.0,23.231,7.786,2.895,201.023,910.631,10.01,993.149,29.545,402.655,428.2916,25.775406329113917
0.0,0.0,13.93,21.0,86.148,148.315,360.86,153.06,525.246,24.455,497.547,1884.5113568,2.685662658227849
0.0,0.0,17.157,8.206,41.616,85.504,215.59,118.54,542.86,15.825,481.137,1714.4123392,7.153977848101263
0.0,0.0,29.906,2.766,24.829,90.859,307.365,8.94,414.913,11.774,538.61,1134.8523936,11.284001898734179
0.0,203.483,20.652,1.774,39.196,100.542,244.797,67.18,401.606,10.491,545.534,1229.4871392,20.290284177215188
0.0,213.414,47.7,12.87,55.773,62.671,248.611,119.23,320.359,9.589,551.593,1251.60256,6.230601898734179
0.0,185.5,40.0,12.1,0.0,0.0,247.0,120.0,400.0,9.61,0.0,1250.3849376,4.600247468354432
0.0,185.236,44.59,26.47,25.569,52.209,189.548,117.49,197.35,8.339,1177.158,1325.8492096,3.4867044303797448
0.0,119.329,21.08,7.607,26.524,52.479,184.203,116.24,121.753,7.08,1113.946,1640.0241056,13.345371518987339
0.0,122.151,19.566,97.81,31.017,62.574,262.334,78.5,405.052,44.141,898.876,1786.3653279999999,17.323645569620247
0.0,129.118,67.856,50.64,49.327,75.242,276.255,79.08,343.964,33.162,921.389,1406.0423872,4.657862025316456
0.0,114.194,53.599,25.19,63.068,104.383,220.997,79.79,189.459,17.835,861.928,1827.3397376,4.180224683544305
0.0,398.968,34.556,12.68,48.905,68.34,177.669,69.11,167.833,13.431,753.411,1431.1877056,4.979482278481012
0.0,126.8,38.0,22.65,0.0,74.32,178.5,145.0,120.0,15.23,0.0,1443.9585824,10.959806962025313
258.516,116.758,133.301,18.12,25.597,80.299,157.278,120.28,283.893,10.042,730.62,1262.9859136,7.909888607594933
246.669,107.507,48.54,14.85,52.972,77.185,225.25,2.44,324.305,21.133,678.167,1234.470896,18.319231645569626
277.653,678.534,58.278,8.971,41.342,102.491,215.441,116.21,377.198,282.748,580.128,2964.344208,23.882013291139224
329.127,235.362,121.565,16.84,380.951,694.178,230.869,26.38,485.52,150.491,0.0,3377.4013696,18.727252531645572
329.789,224.913,83.861,10.81,386.755,1007.342,570.594,147.04,322.076,350.798,1342.648,4216.3998368,29.005947468354417
1058.88,812.218,120.715,100.1,482.309,1082.927,411.192,259.89,270.558,287.179,1817.832,4453.1566016,25.13666139240507
1220.0,936.5,120.1,144.5,0.0,0.0,415.1,250.0,450.0,351.0,0.0,5787.2743168,28.47438544303797
1330.61,928.059,273.592,85.87,83.592,512.984,1170.723,436.38,563.292,133.146,2166.038,6015.2245568,4.092406962025318
755.861,643.255,202.694,53.02,56.182,117.031,417.791,89.84,306.155,71.657,1059.982,7745.3244032,1.9386386075949364
362.94,537.495,65.333,32.27,57.242,118.193,241.775,134.22,235.639,66.423,1909.485,5654.8366432,13.461099999999998
346.857,458.75,68.275,57.63,36.383,120.306,282.134,112.21,297.308,122.753,1432.963,4210.5382592,7.917884177215188
368.333,331.728,140.907,31.43,31.773,133.747,291.92,111.74,222.919,103.759,1440.885,3223.301344,15.267903164556966
457.391,138.126,120.691,23.63,38.654,671.814,303.462,10.36,731.782,78.91,1320.942,2672.3413664,11.032125949367089
420.0,122.6,125.0,13.5,0.0,0.0,650.0,12.0,510.0,78.12,0.0,2748.8250432,6.523420253164554
370.0,46.3,63.24,6.35,0.0,0.0,375.0,15.0,230.0,101.0,0.0,2987.4224,4.439798101265823
373.078,53.493,23.513,5.082,36.883,150.0,367.536,90.22,403.446,348.776,830.688,2708.2187519999998,8.279582278481017
248.468,43.328,14.966,2.629,31.679,134.541,278.61,89.29,544.701,375.912,674.475,2520.9314368,8.61626962025316
239.749,40.823,14.946,2.598,18.845,494.608,314.933,89.34,663.516,203.876,625.244,2063.7850176,12.558703797468356
233.461,38.69,14.933,1.523,37.865,158.627,213.501,9.49,787.387,202.837,740.981,2074.6020352,5.732877848101265
236.265,34.457,14.11,1.167,46.645,144.221,326.51,4.6,478.807,105.183,688.278,2126.9314816,0.013174683544303796
210.0,32.85,7.52,1.08,0.0,0.0,200.0,4.0,260.0,65.1,0.0,1479.694384,0.07917594936708862
219.823,0.0,6.966,0.573,24.921,82.51,106.965,3.97,156.389,48.938,329.673,1081.6451264,0.5387094936708864
67.27,0.0,5.555,0.49,10.211,75.212,103.088,3.87,157.728,56.377,271.636,648.171552,7.854228481012657
59.785,0.0,5.018,0.473,11.677,68.324,115.451,4.53,531.156,147.235,195.004,811.5311712,5.814168987341772
59.255,0.0,4.486,1.53,35.287,81.533,377.133,235.52,459.608,142.284,214.366,1256.841168,4.626942405063291
