Simga,Rajim,Rampur,Andhiyarkhore,Ghatora,Bamnidhi,Kurubhata,Kelo,Sundargarh,Paramanpur,Basantpur,Hirakud,Mean_areal_rainfall_upper
226.3,32.51,20.8,18.913,31.0,115.0,169.9,32.0,148.8,0.0,730.9,2649.96,3.4074582278481023
201.5,24.52,15.26,22.727,5.042,95.8,162.4,18.0,138.8,0.0,606.7,1422.99,5.082162658227849
350.5,28.61,12.4,42.491,5.007,90.89,156.9,15.0,107.5,0.0,590.4,1011.87,1.5933829113924047
220.1,27.83,7.562,21.956,27.0,73.83,115.0,11.54,67.39,0.0,587.3,920.542,0.4236981012658227
195.0,27.83,8.223,15.2,16.15,65.51,90.71,9.5,52.84,0.0,604.5,662.801,0.7060753164556963
121.2,19.04,6.567,8.5,8.254,54.1,94.89,7.0,51.28,0.0,424.3,784.974,1.0010037974683543
71.0,17.0,4.0,6.75,20.0,50.0,82.9,6.5,48.0,0.0,390.0,518.596,4.029230379746836
61.05,15.47,3.59,5.45,18.0,70.14,63.24,6.0,43.7,0.0,362.9,722.132,5.874609493670886
57.65,14.74,7.906,16.484,28.0,77.28,51.89,15.0,41.76,0.0,360.0,572.149,21.853774050632904
540.9,156.0,4.786,38.498,62.0,120.5,42.5,13.0,30.11,0.0,464.9,482.261,13.089234810126582
588.9,204.5,7.099,14.874,153.8,242.5,40.0,16.0,200.0,0.0,636.4,956.027,9.68001962025316
550.0,140.0,19.0,12.0,220.8,140.0,37.07,15.0,139.8,0.0,1400.0,1049.91,11.127522784810127
350.02,75.8,16.69,8.41,100.0,112.8,38.15,11.0,135.2,0.0,1548.0,1945.56,14.319527215189872
225.0,45.0,16.0,5.5,58.0,140.0,63.26,50.0,1950.0,0.0,1200.0,1937.65,14.772117088607594
156.15,35.52,11.47,5.8,32.0,200.0,62.25,109.6,500.7,0.0,970.9,2705.41,8.553635443037974
136.4,26.84,7.886,6.215,27.57,548.8,67.36,48.0,356.5,0.0,1050.0,2832.25,2.3485132911392403
100.0,23.46,6.202,7.241,21.68,190.0,60.47,30.0,310.6,0.0,900.0,1834.48,1.7873031645569626
77.42,20.99,4.23,7.231,31.5,179.4,800.0,21.86,320.3,0.0,730.2,1477.17,2.4516525316455704
62.0,24.71,7.77,6.617,50.51,180.0,730.0,28.0,248.3,0.0,730.2,1307.73,8.358580379746831
54.72,29.2,6.6,5.065,35.94,267.0,300.4,115.1,473.8,0.0,1047.0,1164.01,9.40470316455696
70.0,29.0,4.4,4.5,68.0,215.0,205.8,50.0,330.3,0.0,980.0,2027.97,3.9016107594936713
65.83,32.06,3.633,4.0,60.0,170.6,106.0,35.0,213.9,0.0,757.6,1920.66,0.12263037974683544
73.35,30.03,3.475,3.06,40.91,103.4,122.4,25.0,162.0,0.0,531.6,1223.25,0.0
55.59,20.85,3.374,2.5,28.0,91.33,423.2,12.0,139.1,0.0,501.4,936.911,0.00545
47.96,16.59,3.076,2.588,27.24,93.2,250.0,8.0,121.8,0.0,504.0,663.424,3.231351265822784
36.65,16.54,2.35,2.404,23.88,102.7,124.8,7.0,109.1,0.0,437.1,466.374,9.72955949367088
34.56,16.9,8.49,3.716,15.78,72.0,85.35,9.0,114.0,0.0,439.4,643.289,5.1797050632911406
35.0,18.0,10.0,5.2,11.96,99.0,70.93,18.0,115.0,0.0,395.0,662.461,6.8856974683544285
41.45,36.63,8.583,5.023,8.0,108.5,66.67,41.0,142.3,0.0,456.5,579.427,4.915329746835441
40.0,40.71,10.2,3.183,8.507,151.2,56.1,35.44,295.2,0.0,436.2,1185.82,10.134360759493669
37.52,41.08,10.797,3.129,7.602,101.7,57.33,40.0,260.8,0.0,444.6,1506.54,2.773303797468354
29.91,35.69,11.0,2.42,8.216,77.88,56.0,28.03,162.6,0.0,420.2,708.028,1.2796987341772152
32.7,25.65,7.615,1.975,24.9,68.67,67.59,15.0,128.1,0.0,388.8,868.404,4.240886708860761
27.65,85.24,7.75,1.524,25.39,59.2,59.37,23.0,144.5,0.0,366.6,755.436,6.493714556962026
20.0,40.0,6.8,1.0,16.77,70.0,57.96,37.53,155.0,0.0,337.0,727.937,7.195656962025315
24.47,95.2,8.378,1.0,16.0,62.66,51.68,25.0,207.2,0.0,362.6,899.896,2.665078481012658
22.6,60.98,12.9,1.0,35.0,53.58,49.09,23.75,171.2,0.0,368.0,700.637,0.9777778481012657
21.83,30.65,8.3,2.06,78.0,48.45,48.78,14.0,133.4,0.0,353.4,664.019,0.6002620253164558
23.54,21.54,6.62,2.2,127.25,154.0,67.0,10.0,107.5,0.0,347.1,463.655,0.29856075949367084
25.87,19.52,6.23,1.661,80.0,167.4,54.86,20.0,111.9,0.0,400.9,449.467,2.5334443037974683
28.85,19.04,5.51,1.0,49.0,59.0,53.21,10.0,104.7,0.0,328.8,393.563,0.020471518987341772
0.0,0.0,0.4,0.47,0.18,33.543,43.84,0.0,0.275,0.0,30.158,0.0,2.4224848101265817
0.0,0.0,0.39,0.466,0.38,33.281,35.91,0.0,0.317,0.0,31.1,0.0,4.040624683544305
0.0,0.0,0.39,0.28,0.59,40.0,33.51,0.0,0.45,0.0,35.0,0.0,10.930525949367086
0.0,0.0,0.4,0.649,0.6,43.706,32.13,0.0,0.837,0.0,44.088,0.0,9.437951898734175
0.0,0.0,0.5,0.35,0.258,30.0,0.0,0.0,0.357,0.0,40.0,0.0,13.142041772151897
0.0,13.14,0.45,0.324,0.221,36.92,0.0,0.0,15.441,0.0,33.71,0.0,4.204071518987342
0.0,10.799,0.8,5.1,0.163,30.522,0.0,0.0,24.459,0.0,33.86,50.7778,1.6582069620253166
0.0,8.541,0.9,4.5,0.15,34.548,0.0,0.0,20.041,0.0,32.2,14.4715,2.8602797468354417
0.0,11.465,1.0,5.687,0.137,33.511,0.0,0.0,21.683,0.0,35.76,0.0,4.986201898734176
0.0,45.0,1.1,12.0,0.114,33.5,0.0,0.0,15.44,0.0,30.0,63.8899,3.9581759493670905
8.347,23.113,0.9,5.659,0.1,57.0,0.0,0.0,6.862,0.0,25.525,65.7874,4.264218354430376
9.512,19.616,0.7,2.373,0.08,33.69,0.0,0.0,19.093,0.0,38.149,64.1165,7.13581265822785
9.275,130.337,0.78,16.557,0.0,33.954,0.0,0.0,21.276,0.0,28.712,10.62,43.211549999999974
34.934,2000.825,2.0,9.772,0.0,33.548,0.0,0.0,21.039,0.0,30.954,112.43,37.43651012658227
1150.8,760.295,251.8,11.571,0.0,41.406,11.019,4.2,13.001,0.0,3900.0,0.0,11.429043037974685
931.386,425.731,88.229,27.29,0.0,45.0,10.264,4.2,14.835,0.0,2506.0,512.479,9.191393670886075
810.0,250.0,60.0,22.0,0.0,40.0,7.841,4.1,17.0,0.0,2200.0,2753.33,4.196677848101268
409.2,153.86,35.607,8.606,0.0,33.04,5.783,3.95,33.107,0.0,1900.0,2390.6,1.8229968354430377
209.0,98.284,25.405,5.391,0.0,29.312,14.192,3.5,32.275,0.0,1067.0,1601.81,3.321596835443039
142.39,74.883,24.352,3.004,0.0,34.596,26.73,3.4,24.312,0.0,691.18,1447.18,13.56788164556962
101.73,95.109,12.611,8.291,0.0,39.199,26.9,4.95,19.184,0.0,455.2,937.788,4.001743670886076
99.49,62.775,13.679,4.054,0.0,35.333,40.256,5.07,23.913,0.0,415.12,553.911,6.997412658227847
101.52,55.0,14.635,4.08,0.0,70.0,40.851,4.0,15.23,0.0,417.17,463.145,8.154823417721524
65.0,45.0,30.0,3.1,0.0,75.0,9.593,18.0,25.31,0.0,490.0,1004.96,22.056911392405063
41.427,35.0,39.347,2.158,0.0,104.23,44.616,80.0,37.0,0.0,501.038,1368.51,10.407848101265822
38.077,45.0,36.545,2.414,0.0,88.913,20.26,11.83,97.876,0.0,411.763,1276.89,5.86648164556962
31.35,60.0,79.602,2.823,0.0,109.118,40.0,8.88,65.238,0.0,418.26,750.792,21.98035696202532
31.243,156.969,123.869,2.731,0.0,105.0,150.0,15.0,83.711,0.0,577.879,724.227,13.734782911392404
39.623,104.66,115.449,4.275,0.0,80.0,134.09,25.0,165.08,0.0,648.164,842.888,20.416151265822784
43.668,138.908,100.737,3.997,0.0,110.0,60.629,200.0,837.706,0.0,852.388,1771.36,73.26071455696203
35.0,160.0,108.0,5.4,0.0,1350.0,42.469,94.03,800.0,290.0,2250.0,6019.87,16.336099999999995
97.25,150.366,119.859,4.078,0.0,496.334,225.115,47.44,319.41,116.0,1353.264,4089.49,3.0965101265822783
105.4,62.633,68.933,3.071,0.0,163.761,98.32,11.29,190.722,50.0,1145.226,2641.41,3.297173417721519
67.31,36.257,48.694,2.343,0.0,156.041,300.781,13.7,160.747,800.0,676.221,1920.27,23.68128291139241
48.46,29.935,23.432,2.321,0.0,148.249,690.0,200.0,729.504,750.0,646.76,5244.24,29.986178481012654
37.953,99.106,27.432,3.877,0.0,175.177,335.966,49.86,310.56,145.11,709.075,3201.69,21.999480379746846
477.3,1050.6,87.417,11.933,0.0,411.439,125.977,14.61,143.801,115.056,1057.812,1647.57,15.374347468354426
700.0,850.0,350.0,7.0,0.0,250.0,82.989,14.0,108.0,112.0,1300.0,1753.21,21.571282278481014
760.9,7132.827,1382.811,28.225,0.0,263.791,85.415,40.24,108.71,850.0,4300.0,2828.43,39.32555696202532
1745.4,3500.0,743.7,40.664,0.0,524.369,51.859,45.54,201.221,202.4,15685.0,7774.26,18.513546202531646
1600.8,1199.84,279.806,23.316,0.0,536.635,50.631,53.93,535.442,265.27,10000.0,14198.8,24.924327215189873
767.5,1155.636,207.386,36.27,0.0,811.786,52.0,130.0,1200.453,1400.0,4800.0,10756.1,50.10726772151898
565.3,1350.266,229.084,150.8,0.0,1800.0,80.704,151.6,1600.95,328.721,5900.0,9756.52,25.032033544303786
454.5,615.661,187.2,94.047,0.0,1145.835,62.653,190.0,696.489,346.772,5200.0,9847.83,18.183932911392404
400.0,500.0,240.0,65.0,0.0,2100.0,340.765,170.0,700.0,550.0,6000.0,8114.64,14.433817721518988
253.9,467.934,567.373,32.779,0.0,1510.0,1665.522,143.9,506.264,1400.0,5500.0,10426.8,22.001307594936712
295.6,1291.368,800.0,31.425,0.0,1400.282,1800.197,550.0,800.691,10000.0,4600.0,13027.7,64.48983734177213
591.3,1201.797,837.814,26.555,0.0,1904.245,1100.55,350.0,1500.36,7000.0,8000.0,23957.9,28.440246202531647
656.8,765.402,416.962,20.228,0.0,1500.0,880.0,140.2,1000.033,1200.0,6600.0,18489.6,17.38609303797469
690.6,748.686,244.778,15.28,0.0,1300.073,560.684,110.0,600.0,500.0,5000.0,10813.9,13.082950632911391
661.5,469.044,190.952,13.896,0.0,500.0,1400.48,115.0,1999.0,402.455,3329.396,8442.62,24.0641670886076
510.0,650.0,150.0,8.5,0.0,1600.0,839.709,155.5,3200.0,1000.0,3800.0,7657.08,24.922651265822786
454.6,387.986,97.649,9.14,0.0,1900.0,466.681,230.0,1700.0,237.663,3850.0,10802.1,22.84896518987341
382.6,352.143,147.724,6.138,0.0,3036.0,760.262,90.0,1400.301,248.382,4000.0,8490.79,14.177793670886071
312.7,951.827,159.304,57.303,0.256,3000.0,781.704,270.0,899.732,184.792,4400.0,6942.05,12.57472531645569
640.1,909.097,218.973,43.907,0.254,2800.0,1500.0,132.7,748.575,155.644,4600.0,6916.82,7.41331329113924
596.8,552.181,198.555,60.17,0.241,3016.93,1376.295,80.18,831.058,100.958,5500.0,6605.27,10.253253164556963
552.0,367.211,255.792,30.017,0.279,2400.0,1978.256,62.09,825.398,88.881,5000.0,6964.68,12.613758860759493
810.0,350.0,240.0,30.0,0.717,2200.0,906.932,45.54,580.0,65.0,5000.0,6878.96,6.609425316455697
529.0,141.817,140.197,17.201,0.5,2088.0,813.377,54.12,687.529,57.97,4300.0,5646.19,8.454471518987344
331.3,108.907,75.332,16.265,3.434,2100.262,821.794,48.27,745.425,41.012,3500.0,5488.56,4.978653164556963
205.336,90.093,54.19,11.002,1.036,750.43,976.352,40.44,350.108,97.0,2925.045,4755.21,5.17258987341772
179.597,96.889,31.918,7.0,0.809,395.0,558.0,72.83,375.0,200.0,1200.0,3579.0,8.77128417721519
140.347,126.653,130.207,7.705,0.64,399.0,405.623,78.32,300.629,220.0,1860.323,2499.01,13.930868987341771
157.654,174.246,84.163,7.1,12.52,400.0,410.871,92.58,300.293,175.0,1908.665,2252.29,11.11091835443038
210.0,600.0,155.0,18.148,8.664,350.0,367.4,80.0,350.0,120.0,2000.0,2249.09,9.855231645569617
305.616,944.8,137.235,7.6,8.0,312.206,322.115,70.27,220.623,94.0,1608.96,2127.85,6.729353797468355
402.575,628.424,90.401,6.243,22.301,263.114,300.909,35.15,163.715,82.441,2463.868,2047.71,6.468249367088607
382.827,214.335,61.106,12.43,16.615,263.539,367.45,13.62,150.853,73.273,2326.574,2310.88,4.56239810126582
532.896,183.458,33.31,7.5,30.062,244.0,290.0,11.61,127.996,70.144,1567.248,2194.52,12.988899999999997
564.896,336.317,50.11,5.5,14.871,318.518,193.534,49.34,225.258,93.062,2056.069,1991.43,12.461095569620255
530.859,315.066,133.082,13.047,10.788,400.0,169.395,33.94,250.906,81.124,2015.922,2285.14,12.869582278481019
440.0,300.0,190.0,69.0,20.168,500.0,121.012,14.0,225.0,85.0,2600.0,2503.29,4.287755063291141
398.0,215.543,97.652,75.0,150.0,324.975,109.456,38.19,200.77,78.806,2578.86,2803.45,3.07189493670886
470.971,359.222,105.088,39.707,78.0,331.9,190.279,44.86,223.285,69.104,2395.151,3032.45,34.45347848101267
1500.0,1850.0,65.0,442.313,35.327,350.0,135.537,33.0,920.0,280.0,2400.0,3198.35,12.734462658227852
1664.52,850.415,59.03,97.159,21.23,328.659,240.0,34.36,809.337,155.0,5500.47,3538.73,5.157647468354432
822.256,353.158,50.655,65.0,22.491,372.906,348.436,13.21,325.039,105.0,3877.25,5641.91,3.6237227848101297
498.166,260.752,33.177,40.652,159.533,400.0,362.718,36.59,500.668,145.0,2735.567,4903.95,10.04683544303798
350.0,1160.0,40.0,31.0,70.24,400.0,420.0,15.0,400.0,550.0,2200.0,4024.95,24.153513291139234
355.415,3038.0,91.147,23.83,76.0,293.9,285.671,280.0,500.753,400.0,2065.486,4098.53,37.990889240506334
1468.0,6001.0,268.813,77.5,80.0,515.6,549.339,118.8,784.375,690.081,5979.0,4696.28,25.78996392405061
3513.382,1423.24,232.899,60.0,62.885,1051.0,650.633,220.0,650.1,494.314,12573.0,7976.3,15.241219620253165
1585.481,984.055,170.314,55.108,105.0,746.05,360.704,160.0,375.113,389.098,8000.0,12389.1,5.94582215189873
1609.462,918.883,449.023,63.588,297.543,600.0,1033.054,134.6,450.0,327.339,6160.0,9638.8,23.724020253164547
2466.4,718.101,268.024,98.756,636.004,461.303,704.87,210.0,550.579,625.0,6464.2,7904.45,10.041118354430376
2200.0,332.52,190.0,60.0,379.061,400.0,560.0,85.0,475.0,380.0,6190.0,7904.4,5.463376582278479
1006.239,314.489,221.069,34.62,325.0,355.592,450.136,123.0,275.483,251.599,4917.545,7083.91,9.69870759493671
516.805,235.604,169.632,25.147,173.0,390.0,602.746,129.2,221.311,232.33,3411.701,5712.74,6.27590189873418
421.002,181.891,149.7,16.16,137.687,350.1,550.948,79.54,178.178,287.747,2438.5,4114.39,2.9052145569620262
247.585,161.493,57.221,11.054,148.0,300.3,500.0,33.3,159.455,590.0,1904.6,3124.97,6.168266455696202
194.543,86.378,52.256,8.18,100.0,300.6,211.776,35.41,187.354,1800.0,1717.0,2886.49,17.19569050632911
160.84,85.782,67.187,7.33,150.0,315.095,141.746,40.45,308.061,531.848,1350.0,3780.66,13.111579113924053
160.0,85.782,75.0,7.0,96.0,210.0,175.942,155.0,400.0,525.5,1300.0,3171.02,6.902777215189873
163.742,70.632,64.675,6.254,92.739,199.735,100.249,126.9,466.029,159.798,1346.421,2433.96,4.2521
190.0,100.487,53.764,6.894,160.0,284.2,147.17,95.0,370.7,215.358,1425.668,2104.8,2.0463215189873414
188.416,70.676,42.717,6.102,200.0,260.0,419.078,45.68,254.963,235.449,1294.027,2042.33,4.8899911392405055
220.85,75.339,87.038,7.6,215.0,143.0,350.0,88.0,309.441,250.0,1209.924,1823.5,2.015701265822785
165.276,65.742,92.322,6.355,210.0,135.642,300.42,48.7,261.352,330.0,1389.617,1848.39,2.7514892405063307
157.262,56.137,66.312,12.898,180.0,138.3,325.974,32.02,212.155,225.518,1334.143,1985.29,0.5902670886075948
175.0,52.35,50.0,7.5,174.0,235.0,125.0,25.0,162.0,162.5,1200.0,1575.72,0.7116208860759493
153.627,40.915,46.009,5.5,120.0,140.05,250.17,13.0,117.503,161.076,1050.0,1315.15,1.4336829113924054
122.664,37.22,42.057,4.458,92.739,139.0,200.26,12.11,116.525,152.292,900.0,1195.61,4.682717721518988
102.605,40.162,28.485,4.858,108.063,140.634,163.965,11.24,84.332,122.993,880.0,1117.56,1.6055044303797463
103.599,100.43,26.655,4.443,140.0,127.435,130.0,26.76,85.1,124.89,810.0,950.391,2.4456670886075953
147.877,60.609,33.237,4.888,112.8,134.875,110.652,28.99,147.839,120.981,711.002,1005.47,3.092688607594938
111.84,75.946,37.977,5.031,100.715,140.0,107.366,18.84,100.117,105.503,738.521,949.683,0.9491841772151899
110.0,54.78,42.0,4.0,125.0,125.0,91.421,11.61,130.0,104.2,800.0,947.502,0.6978056962025317
99.656,43.903,48.456,4.141,116.0,140.0,95.249,60.85,93.141,89.43,715.797,1063.16,8.059696202531647
101.843,42.799,45.4,2.989,67.465,160.0,83.07,26.88,144.561,95.885,713.09,929.972,0.6003924050632913
92.0,45.548,50.279,3.011,44.789,127.875,82.828,10.73,75.801,80.335,679.9,900.661,1.427544303797468
78.275,50.548,44.872,3.376,45.201,115.21,80.0,8.367,58.453,72.662,696.5,795.905,0.006266455696202531
69.026,45.067,39.997,3.508,42.478,100.0,79.053,11.76,61.964,58.369,685.454,769.001,0.44803354430379755
64.156,42.279,27.831,2.869,104.0,113.862,112.249,12.08,48.453,50.123,622.857,809.867,0.31660822784810133
60.0,40.0,24.0,2.0,120.0,120.0,88.837,11.0,44.0,47.5,540.0,704.092,0.8608208860759492
54.792,32.228,17.62,1.989,106.0,142.898,70.975,10.01,39.081,46.585,546.129,642.184,0.517103164556962
42.916,30.114,13.226,1.929,98.0,125.82,67.084,7.913,34.368,45.796,493.337,507.155,2.2531411392405083
47.285,35.606,14.155,1.959,110.0,88.59,54.231,9.643,47.208,51.259,439.649,539.836,6.944789240506325
90.332,58.87,28.548,1.895,200.0,64.3,52.0,13.2,53.431,52.334,421.754,589.424,1.1416075949367093
93.186,49.653,31.511,2.16,135.0,81.664,50.501,9.199,57.859,44.632,454.391,568.637,2.4099341772151894
96.35,46.713,33.842,1.931,110.0,63.133,43.538,9.092,73.931,35.612,506.655,526.157,3.4394917721518996
70.0,46.0,26.0,1.85,116.0,94.0,45.076,8.88,48.4,34.8,550.0,511.657,4.015856329113925
0.0,1.5,0.0,0.141,0.0,132.4,41.332,0.0,2.913,0.0,96.772,8.7792,1.1229594936708864
0.0,1.25,0.0,0.13,0.0,140.0,40.657,0.0,2.45,0.0,100.0,36.1363,1.722843037974684
0.0,1.041,0.0,0.103,0.0,143.01,70.132,0.0,3.225,0.0,107.577,17.5867,3.9118607594936705
0.0,1.041,0.0,0.101,0.0,175.06,63.51,0.0,2.738,0.0,185.451,0.0,1.2484993670886078
0.0,1.041,0.0,0.103,0.0,182.2,0.0,0.0,2.416,0.0,160.522,2.37888,1.650862658227848
0.0,3.34,0.0,0.103,0.0,188.8,0.0,0.0,2.535,0.0,186.889,83.1758,3.1936398734177214
0.0,3.167,0.0,0.083,0.0,259.8,0.0,0.0,1.481,0.0,179.718,0.0,1.4186949367088613
0.0,2.989,0.0,0.068,0.0,143.5,0.0,0.0,1.451,0.0,143.724,72.7258,1.6950550632911399
0.0,3.5,0.0,0.08,0.0,160.0,0.0,0.0,1.2,0.0,130.0,53.2982,0.6446924050632913
0.0,5.521,0.0,0.098,0.0,182.1,0.0,0.0,1.432,0.0,115.216,43.5278,3.5342139240506345
0.0,15.779,0.0,0.095,0.0,148.8,0.0,0.0,1.563,0.0,125.985,80.004,10.813534177215194
0.0,17.201,0.0,0.055,0.0,150.6,0.0,5.0,2.798,0.0,103.344,20.3621,12.707967721518994
0.0,15.781,0.0,0.051,0.0,177.6,0.0,5.0,33.08,0.0,141.854,86.1494,7.712912658227848
0.0,15.187,0.0,0.571,0.0,173.6,0.0,10.0,32.07,0.0,173.749,0.0,3.1601936708860756
0.0,10.251,0.0,0.264,0.0,205.0,0.0,3.0,14.98,15.0,134.652,0.0,1.7041911392405056
0.0,23.5,0.0,0.25,0.0,190.0,0.0,2.5,12.0,18.0,130.0,0.0,0.39183101265822784
0.0,25.655,0.0,0.227,0.0,239.5,0.0,3.0,16.05,75.0,156.87,333.355,20.359517721518987
0.0,20.967,0.0,0.366,0.0,120.0,0.0,5.5,90.9,57.907,111.552,56.9232,2.2855006329113925
0.0,22.388,0.0,0.35,0.0,148.0,0.0,19.0,66.19,34.225,172.045,132.566,4.100959493670886
0.44,22.392,0.0,9.303,0.0,155.0,0.0,20.0,49.66,24.0,140.334,407.865,1.6734310126582277
1.228,50.763,0.0,5.718,0.0,138.0,3.735,20.0,75.71,25.0,111.146,115.121,12.12715189873418
3.665,40.425,0.0,5.718,0.0,175.0,7.944,7.363,51.35,23.0,129.133,177.283,6.224058227848099
90.0,35.0,0.0,3.2,0.0,180.0,8.816,11.0,39.7,27.0,200.0,284.729,13.486699367088606
46.599,69.948,11.432,10.59,0.0,260.0,9.48,53.159,63.77,52.577,269.798,388.55,48.174874050632916
477.5,83.199,10.335,114.941,0.0,805.9,110.2,7.928,300.8,55.0,628.841,383.793,10.510888607594941
702.4,45.544,48.151,28.593,0.0,160.2,64.19,6.5,200.6,33.243,1100.0,609.22,5.921336708860756
405.1,38.11,19.861,13.951,0.0,150.0,32.0,6.002,160.4,37.237,1300.0,1233.28,1.6422367088607592
195.132,30.725,11.44,11.553,0.0,153.0,96.89,6.255,104.6,26.575,800.0,1890.28,3.0911721518987347
107.86,40.033,6.719,10.113,0.0,116.8,207.4,4.5,80.15,23.222,491.224,1537.95,3.7900677215189877
70.0,35.5,4.5,5.2,0.0,162.0,153.9,3.3,70.0,22.0,400.0,939.969,1.3743962025316454
38.698,25.546,3.756,3.235,0.0,140.0,108.6,2.873,42.83,21.926,396.423,562.152,3.9173424050632915
34.538,20.674,3.564,3.15,0.0,265.0,96.14,55.0,34.57,28.961,362.238,496.818,9.092777848101266
23.973,15.028,3.509,3.003,0.0,400.0,67.11,40.47,178.7,31.0,387.51,461.276,6.874583544303797
22.737,14.872,3.5,2.582,0.0,200.0,47.0,13.0,171.2,27.0,372.193,409.196,2.4453367088607596
20.639,15.194,3.401,2.238,0.0,400.0,28.87,5.996,140.3,28.0,404.558,419.476,2.3133740506329117
12.984,14.05,3.367,1.923,0.0,220.0,43.93,8.502,70.0,25.0,372.084,539.298,1.3541746835443036
10.0,13.4,3.367,1.72,0.0,300.0,57.11,6.0,75.0,26.0,285.0,375.297,3.0753386075949365
7.08,13.239,3.225,1.326,0.0,210.0,70.5,2.631,49.3,25.0,375.9,386.37,0.8982645569620252
6.675,12.137,2.702,1.009,0.0,230.0,44.01,1.278,39.91,24.0,395.746,282.265,1.1472379746835444
6.677,11.775,2.778,0.981,0.0,350.0,36.65,0.699,31.36,24.0,385.716,354.227,1.7854012658227847
8.003,11.165,2.711,1.322,0.0,235.0,31.0,0.655,22.96,23.0,348.496,377.987,1.1894518987341773
8.282,11.095,2.676,0.875,0.0,400.0,45.37,0.65,20.0,22.0,365.802,305.658,0.6173196202531643
7.068,10.007,2.749,0.759,0.0,325.0,27.99,0.667,12.7,21.0,358.443,212.768,3.1814088607594946
4.0,10.5,1.2,0.759,0.0,260.0,21.34,0.67,10.0,20.0,330.0,215.09,3.918819620253163
3.202,12.766,7.768,3.15,0.0,280.0,18.44,4.611,21.9,29.0,260.0,357.597,14.757925949367095
3.197,31.755,3.358,1.595,0.0,240.0,13.0,83.943,31.3,28.0,360.0,8.60928,13.530090506329111
3.08,19.543,2.721,0.926,0.0,250.0,11.94,35.883,63.35,275.0,242.285,472.491,17.671103164556957
10.718,21.701,7.149,0.54,0.0,130.0,10.0,127.638,130.7,82.502,182.557,1266.16,9.414910126582278
18.391,84.116,3.162,0.486,0.0,160.0,9.514,40.019,80.0,50.0,219.875,1145.66,12.470255696202535
40.793,55.42,2.84,5.303,0.0,82.0,57.75,27.021,60.0,50.0,172.954,688.771,15.263800000000003
70.0,40.0,3.2,4.2,0.0,80.0,43.62,75.0,88.0,60.0,150.0,518.681,12.066909493670886
40.196,40.755,2.908,4.259,0.0,130.0,140.17,56.77,131.7,117.101,204.54,582.514,6.094508227848105
36.237,35.815,2.835,3.923,0.0,150.0,140.0,44.982,100.4,76.347,244.942,693.67,0.6238113924050634
21.86,30.662,2.0,2.811,0.0,90.0,103.4,18.0,65.73,55.0,270.0,728.617,0.32059177215189877
23.323,19.352,1.847,2.2,0.0,75.0,142.0,9.0,45.77,38.0,229.207,453.262,1.4299056962025318
13.065,17.304,1.793,1.72,0.0,180.0,251.9,5.211,37.97,35.0,211.556,359.551,1.384645569620253
9.99,16.506,2.0,1.17,0.0,85.0,210.6,2.508,29.61,34.0,195.543,224.521,1.6856645569620252
8.0,14.0,1.8,1.335,0.0,70.0,110.2,3.0,20.0,33.0,160.0,201.837,2.047492405063291
4.406,15.115,0.78,1.3,0.0,65.0,39.1,1.8,12.69,31.473,137.48,106.483,1.187340506329114
4.003,14.603,0.472,1.5,0.0,120.0,36.9,1.6,16.29,31.785,139.863,61.1712,1.4136398734177216
3.799,19.454,5.272,1.3,0.0,110.0,29.35,2.0,14.95,34.0,128.197,114.158,11.673223417721523
3.593,34.476,3.996,0.612,0.0,160.0,28.0,6.643,17.66,32.733,135.211,122.909,8.879920886075949
2.577,39.35,4.003,195.84,0.0,120.0,22.78,9.466,49.8,35.877,200.0,173.517,5.762698734177214
2.621,30.903,3.684,11.675,0.0,90.0,37.04,11.289,38.56,34.591,139.618,56.64,6.20547405063291
14.0,38.5,2.0,5.0,0.0,113.0,37.04,75.0,38.0,110.0,155.0,370.567,13.849502531645566
9.791,30.516,12.444,2.291,0.0,70.0,30.38,63.558,197.4,152.544,302.558,564.871,7.0353367088607595
9.15,28.426,9.789,33.553,0.0,70.0,37.69,32.629,128.3,193.196,262.174,962.738,10.972934810126583
7.828,33.741,12.793,15.238,130.0,65.0,48.05,14.054,111.5,89.535,188.281,1004.54,8.073862025316455
3.649,29.999,4.386,12.292,46.5,65.0,80.0,9.915,75.05,122.26,285.472,749.942,6.534759493670886
3.684,25.575,2.563,8.516,24.573,60.0,145.7,10.231,70.0,110.54,267.207,718.818,12.63171202531645
23.81,30.283,57.269,17.702,12.952,146.962,135.8,33.629,171.6,200.091,422.071,530.377,30.87072531645568
220.0,90.0,65.0,10.0,9.038,200.0,80.87,49.0,560.0,270.0,800.0,1148.69,16.2417341772152
156.386,40.323,22.914,9.038,8.0,225.0,71.75,68.72,388.7,285.217,659.433,2271.26,11.052506329113926
51.822,36.638,21.126,12.403,3.6,165.0,27.95,275.0,699.9,340.0,508.656,2763.15,25.073351265822787
36.4,39.49,7.763,4.98,2.655,146.0,38.21,185.0,450.7,450.0,509.589,3623.26,11.584810759493672
75.0,50.0,6.0,3.9,2.725,110.0,148.0,100.0,700.0,340.0,410.0,2978.19,9.467898101265824
281.26,40.632,65.363,13.022,2.655,100.0,336.4,66.509,375.4,203.577,438.512,2627.84,21.11721455696204
1408.599,105.663,76.92,46.522,2.235,118.0,1000.0,51.825,324.7,182.933,921.594,1705.43,27.371296835443047
